dlga_ramun_casino_4:ramun_leave|당신은 오래된 라 문의 말을 들었을 것입니다! 행운은 참으로 호의입니다!
dlga_ramun_casino_4:close_window|이 불행한 게임에서 내가 가장 불행했던 것 같습니다. 노예들이 곧 당신에게 데려 올 것입니다.
dlga_ramun_talk:ramun_leave|나는 더 나아질 것이다.
dlga_ramun_leave:close_window|당신이 가진 죄수들은 저를 데려 오십시오. 나는 당신에게 좋은은을 지불 할 것이다.
dlga_start:close_window.6|나는 당신의 군주가 내가 볼 수있는 곳에 손을 유지하라고 겸손히 요청합니다.
dlga_start:close_window.7|저주받은 강도 {reg63? Lord : Lady}! 우리 마을에기도하는 사람이 충분했습니다!
dlga_start:manhunter_talk_b|{s4}
dlga_manhunter_talk_b:manhunter_talk_b1|용감한 민병대! 어떤 뉴스를 공유 할 수 있습니까?
dlga_manhunter_talk_b1:manhunter_talk_b2|{s4}
dlga_manhunter_talk_b:militia_give_troops|당신에게 군대를주고 싶습니다.
dlga_militia_give_troops:militia_give_troops_continue|{reg63? M'Lord : M'Lady} 당신에게 축복, 우리는 항상 더 많은 남자를 사용할 수 있습니다. (최대 100)
dlga_militia_give_troops_continue:manhunter_talk_b|{reg63? M'Lord : M'Lady}?
dlga_manhunter_talk_b:manhunter_talk_b2|잘 됐네요. 당신의 임무를 계속 수행하십시오!
dlga_manhunter_talk_b:close_window|글쎄, 당신은 방금 마지막 무법자를 만났고 이제 강철을 그립니다.
dlga_manhunter_talk_b2:close_window|{reg63? Lordship : Ladyship} 감사합니다. 남자들! 앞으로!
dlga_start:generic_response_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_start:order_party_friendly_response_specific|{s4}
dlga_order_party_friendly_response_specific:close_window|{s5}
dlga_order_party_friendly_response_specific:close_window.1|{s6}
dlga_start:order_party_friendly_response|{s4}
dlga_order_party_friendly_response:close_window|인사말, 친절한 얼굴을 보는 것은 안도감입니다. 여행에 행운을 빕니다!
dlga_order_party_friendly_response:close_window.1|오랫동안 당신의 거짓 우정을 견뎌냈습니다. 죽을 준비를하세요!
dlga_start:order_party_hostile_weak_specific|{s4}
dlga_order_party_hostile_weak_specific:close_window|{s5}
dlga_order_party_hostile_weak_specific:close_window.1|{s6}
dlga_start:order_party_hostile_weak|{s4}
dlga_order_party_hostile_weak:close_window|당신의 잘못된 명령은 펜 도르에게 수치를 가져옵니다! 팔에!
dlga_order_party_hostile_weak:close_window.1|바, 당신과 함께 시간을 낭비하는 것보다 더 좋은 일이 있습니다. [떠나다]
dlga_start:order_party_hostile_strong_specific|{s4}
dlga_order_party_hostile_strong_specific:close_window|{s5}
dlga_start:order_party_hostile_strong|{s4}
dlga_order_party_hostile_strong:close_window|우리는 강철로 분노에 답할 것입니다. 팔에!
dlga_start:order_party_kingdom_friend|안녕하세요, {s5} 님, {s4}입니다. 당신의 사업은 무엇입니까?
dlga_order_party_kingdom_friend:close_window|인사말, 친절한 얼굴을 보는 것은 안도감입니다. 여행에 행운을 빕니다!
dlga_order_party_kingdom_friend:close_window.1|당신의 잘못된 명령은 한심한 주인을 제공합니다! 팔에!
dlga_start:order_party_kingdom_hostile|{s5}를 제공하는 {s4}의 힘에주의하십시오. 항복 또는 멸망!
dlga_order_party_kingdom_hostile:close_window|우리는 강철로 분노에 답할 것입니다. 팔에!
dlga_order_party_kingdom_hostile:close_window.1|바, 당신과 함께 시간을 낭비하는 것보다 더 좋은 일이 있습니다.
dlga_start:steppe_bandits_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_steppe_bandits_1:companion_comment|{s4}
dlga_start:burilgi_the_usurper_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_burilgi_the_usurper_1:companion_comment|{s4}
dlga_start:obrist_heynrich_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_obrist_heynrich_1:companion_comment|{s4}
dlga_start:verante_kruus_friendly|나는 새로운 Veccavia의 여왕에 대한 Kruus Verante입니다. 우리는 강력한 마녀가 피난처를 찾고 그녀의 어둡고 불길한 목적을 지원하기 위해이 땅으로 도망 쳤다는 소문을 들었습니다. 우리는 그녀를 쫓아내어 뿌리 내리고 여왕에게 머리를 돌려 놓았다. 그녀의 이름은 Boadice이며 그녀는 강력합니다. 그녀는 Veccavia의 정당한 여왕이라고 주장하지만 그녀의 거짓말을 믿지 않습니다!
dlga_verante_kruus_friendly:close_window|이 땅에서 강력한 마녀? Valonbray에서 새벽 기사단과 대화해야합니다. 그들은 마녀에 대해 더 많이 알고있을 것입니다.
dlga_start:verante_kruus_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_verante_kruus_1:companion_comment|{s4}
dlga_start:barclay_rufio_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_barclay_rufio_1:companion_comment|{s4}
dlga_start:melitine_kaspax_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_melitine_kaspax_1:companion_comment|{s4}
dlga_start:noldor_player_response|{s4}
dlga_noldor_player_response:close_window|우리는 당신을 당신의 숲, 친구들에게 맡길 것입니다.
dlga_start:generic_response_1.1|W.
dlga_start:seer_1|경고 :.
dlga_seer_1:seer_2|{s4}
dlga_seer_2:seer_a|그렇습니다. 전투가 필요 없습니다. 함께 앉자!
dlga_seer_2:close_window|나는 당신의 트릭, 마녀에 빠지지 않을 것입니다! 당신의 포옹에 너무 많은 영혼이 없어졌습니다! 죽을 시간이다!
dlga_seer_a:seer_a2|매우 좋은 선택 {playername}, 함께 마시고 따뜻한 햇볕에 머릿속을 즐기십시오.
dlga_seer_a2:close_window|동의했다! 젊은이들! 무기를 내려 놓고 방패를 풀고 와인을 마시고이 아름다운 영혼들과 함께 쉬자.
dlga_seer_a2:close_window.1|당신은 거의 날 마녀했다! 여보의 말과 기쁨의 약속은 나를 속이지 않을 것입니다. 당신은 지금 죽는다!
dlga_start:snake_cult_army_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_snake_cult_army_1:companion_comment|{s4}
dlga_generic_response_1:companion_comment|{s4}
dlga_companion_comment:close_window|표시되지 않아야합니다.
dlga_companion_comment:close_window.1|{s6}
dlga_companion_comment:close_window.2|{s6}
dlga_companion_comment:close_window.3|{s6}
dlga_companion_comment:close_window.4|{s6}
dlga_companion_comment:close_window.5|{s6}
dlga_companion_comment:close_window.6|{s6}
dlga_companion_comment:close_window.7|{s6}
dlga_companion_comment:close_window.8|{s6}
dlga_companion_comment:close_window.9|{s6}
dlga_companion_comment:close_window.10|{s6}
dlga_companion_comment:close_window.11|{s6}
dlga_companion_comment:close_window.12|{s6}
dlga_companion_comment:close_window.13|{s6}
dlga_companion_comment:close_window.14|{s6}
dlga_companion_comment:close_window.15|{s6}
dlga_companion_comment:close_window.16|{s6}
dlga_companion_comment:close_window.17|{s6}
dlga_companion_comment:close_window.18|{s6}
dlga_companion_comment:close_window.19|{s6}
dlga_companion_comment:close_window.20|{s6}
dlga_companion_comment:close_window.21|{s3}
dlga_start:brouhaha_1|경고 :이 줄은 표시되지 않아야합니다.
dlga_brouhaha_1:brouhaha_2|{s4}
dlga_brouhaha_2:close_window|하아! 음료는 좋은 생각입니다. 피를 흘릴 이유가 없습니다!
dlga_brouhaha_2:close_window.1|에일, 멍청이 및 혀를 잡아!
dlga_start:close_window.8|{reg63? lord : lady} 님, {s11} (으)로 안내해 주셔서 감사합니다. 가까이 가십시오, 우리는 여행자들이 이런 식으로가는 레드 브라더 후드 갱단에 대한 소문을 들었습니다.
dlga_start:village_farmer_talk|내 {reg63? lord : lady}, 우리는 {s11} 마을 출신의 가난한 농부입니다. {reg1? 우리는 {s12}의 시장으로 제품을 가져 가고 있습니다. : {s12}의 시장에서 우리 마을로 다시 돌아오고 있습니다.}
dlga_village_farmer_talk:farmer_bandit_information|나는 다음과 같은 설명으로 산적 그룹을 사냥하고 있습니다 ... 당신은 그들을 보았습니까?
dlga_farmer_bandit_information:village_farmer_talk|{s15}
dlga_village_farmer_talk:close_window|우리는 당신이 가진 것을 취한 후 당신이 얼마나 가난한 지 볼 것입니다!
dlga_village_farmer_talk:close_window.1|그런 다음 계속하십시오. 작별.
dlga_start:refugee_1|내 {reg63? lord : lady}, 해를 끼치 지 마십시오. 우리는 {s11} 출신이며 우리의 삶과 거의 다른 대학살을 피할 수있었습니다. 우리는 지금 추방되어 새 집을 찾고 있습니다.
dlga_refugee_1:close_window|글쎄 .. 쉽게 따기!
dlga_refugee_1:close_window.1|행운을 빈다 작별.
dlga_start:refugee_g1|내 {reg63? lord : lady}; 우박과 만났다! 우리는 {s11} 출신이며, 우리의 삶과 다른 것만으로 대학살에서 벗어날 수있었습니다. 우리는 지금 추방되어 새 집을 찾고 있습니다.
dlga_refugee_g1:close_window|글쎄 .. 쉽게 따기!
dlga_refugee_g1:refugee_g2|나는 당신에게 나의 보호를 제공합니다.
dlga_refugee_g2:close_window|{s4}.
dlga_refugee_g1:close_window.1|행운을 빈다 작별.
dlga_start:minister_issues|귀하의 서비스에 있습니다. {reg63? sire : my lady}
dlga_start:close_window.9|{reg63? sire : my lady} 님을 만나게되어 영광입니다.
dlga_start:member_castellan_talk|예, {playername}? 내가 당신을 위해 무엇을 할 수?
dlga_member_castellan_pretalk:member_castellan_talk|다른 거있어?
dlga_member_castellan_talk:member_review_castle_garrison|성 수비대를 검토하고 싶습니다.
dlga_member_review_castle_garrison:member_castellan_pretalk|물론이야. 여기에 우리의 목록이 있습니다. 필요한 변경 사항을 알려주십시오 ...
dlga_member_castellan_talk:member_review_castellan_equipment|당신의 장비를 보자.
dlga_member_review_castellan_equipment:member_castellan_pretalk|아주, 여기 다 있습니다 ...
dlga_member_castellan_talk:member_castellan_join|나는 당신이 성을 포기하고 내 파티에 참여하기를 원합니다.
dlga_member_castellan_join:close_window|나는 그 장소를 아주 좋아했습니다 ... 그러나 당신의 소원 인 {playername}이라면, 당신과 함께 갈 것입니다.
dlga_member_castellan_join:member_castellan_pretalk|그리고 우리는 어디에서 자겠습니까? {playername}과 함께 모든 군대를 끌고 있습니다. 더 이상 우리를위한 공간이 없습니다.
dlga_member_castellan_talk:close_window|떠나다.
dlga_member_chat:kidnapped_girl_chat_1|우리는 아직 집에 있습니까?
dlga_kidnapped_girl_chat_1:kidnapped_girl_chat_2|아직.
dlga_kidnapped_girl_chat_2:close_window|돌아 오기를 기다릴 수 없습니다. 나는 가족을 너무나보고 싶었습니다.
dlga_member_chat:close_window.1|저의 {reg63? lord : lady} 마을로 데려다주세요. 그들이 나에게 할 말은 ... 너무 끔찍하다.
dlga_member_chat:member_lady_1|{playername}, 언제 목적지에 도달 할 수 있다고 생각하십니까?
dlga_member_lady_1:member_lady_2a|우리는 여전히 먼 길을 가지고 있습니다.
dlga_member_lady_1:member_lady_2b|금방. 거의 다 왔어.
dlga_member_lady_2a:close_window|아, 그때는 길을 한동안 더 즐기려고합니다. 나는 불평하지 않을 것이다. 나는 하루 종일성에 앉아있는 것보다 훨씬 즐겁게 열린 곳에서 타는 것을 발견했습니다. 알다시피, 나는 당신을 부러워합니다. 당신은 항상 이렇게 살 수 있습니다.
dlga_member_lady_2b:close_window|좋은 소식입니다. 나는 당신의 회사를 좋아하지 않지만 작은 사치품을 그리워했습니다. 그래도 곧 내버려 둬서 죄송합니다. 당신은 저를 약속해야합니다, 당신은 당신이 할 수있을 때 나를 방문 올 것이다.
dlga_member_chat:supported_pretender_talk|인사말, {playername}, 나의 첫 번째이자 가장 좋은 속임수. 나는 당신의 조언을 기다립니다.
dlga_supported_pretender_pretalk:supported_pretender_talk|다른 거있어?
dlga_supported_pretender_talk:pretender_progress|지금까지 진행 상황에 대해 어떻게 생각하십니까?
dlga_pretender_progress:pretender_progress_2|{reg11? 우리에게는 {reg11} 군주가 있습니다 : 우리에게는 아직 군주가 없습니다}}, {reg21? {s9}에게는 여전히 {reg21} 군주가 그를지지하고 있습니다 : {s9}에는 충성 된 군주가 없습니다}. {reg19? 우리는 {reg13? {reg13} 도시를 통제합니다 :} {reg14? {reg14} 성 :} {reg15? 및 {reg15} 마을 :} : 우리는 정착촌을 통제하지 않지만 {reg29? reg23? {reg23} 도시 :} {reg24? {reg24} 성 :} {reg25? 및 {reg25} 마을 :} : 그들은 정착촌이 없습니다}. 전반적으로 {s30}.
dlga_pretender_progress_2:supported_pretender_pretalk|그런 다음, 우리는 계속 싸우고 지지자들을 모아야합니다!
dlga_pretender_progress_2:pretender_quit_rebel_confirm|이 반란은 어디에도 가지 않는 것 같습니다. 우리는 포기해야합니다.
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername} 님, 지금 저를 버릴 수 없습니다. 진심 이세요?
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|참으로 그렇습니다. 더 이상 지원할 수 없습니다.
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|나는 질투했다. 우리가 성공할 때까지 당신을 위해 싸울 것입니다.
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|당신은 절대적으로 확신합니까? 당신이 내 대의를 버린다면 절대 용서하지 않을 것입니다.
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|확실합니다.
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|좀 더 생각해 보도록하겠습니다.
dlga_pretender_quit_rebel:close_window|그러면 그렇게 해. 그러면 내 원인이 없어집니다. 지금 나를 위해해야 할 일은 한 가지뿐입니다. 나는 펜 도어를 떠나 다시는 돌아 오지 않을 것입니다. 저와 함께, 당신은 {s4}와 평화를 이루려고 노력할 것입니다.
dlga_supported_pretender_talk:pretneder_view_char_requested|그것이 당신을 기쁘게 할 것이라면, 당신은 당신의 기술에 대해 말해 줄 수 있습니까?
dlga_pretneder_view_char_requested:supported_pretender_pretalk|알았어
dlga_supported_pretender_talk:supported_pretender_grant_fief|영주가없는 사람을 누가 소지해야하는지 결정하는 것이 좋습니다.
dlga_supported_pretender_grant_fief:supported_pretender_grant_fief_select|당신은 어느 fief를 염두에 두셨습니까?
dlga_supported_pretender_grant_fief_select:supported_pretender_grant_fief_choose_recipient|{s4}
dlga_supported_pretender_grant_fief_choose_recipient:center_captured_rebellion|그리고 누가 그것을 받아야합니까?
dlga_supported_pretender_grant_fief_select:supported_pretender_pretalk|신경 쓰지 마.
dlga_supported_pretender_talk:close_window|계속 가자, {reg65? my lady : sir}.
dlga_do_member_trade:member_talk|다른 거있어?
dlga_member_pretalk:member_talk|다른 거있어?
dlga_member_chat:member_talk|예, {s5}?
